Unnamed: 0,batter,baller,ball_speed,ball_length,ball_swing,wicket,wide,runs,shot,commentary
359,Kohli,Naseem Shah,,length,outside,0,0,1,defend,"Naseem Shah to Kohli, 1 run, the cutter to end the over, was pitched up"
360,Kohli,Naseem Shah,,length,straight,0,0,2,defend,"Naseem Shah to Kohli, 2 runs, back of length on the thigh pad, glanced to the left of deep mid-wicket"
361,Rahul,Naseem Shah,,length,outside,0,0,1,cut,"Naseem Shah to Rahul, 1 run, pace off and pitched short, pulled along the ground to deep mid-wicket"
362,Rahul,Naseem Shah,,full,outside,0,0,0,cover drive,"Naseem Shah to Rahul, no run, hits the hard length and gets some extra bounce outside off to go over KL Rahul's bat as he tried to hoist it over extra cover"
363,Kohli,Naseem Shah,,length,outside,0,0,1,cut,"Naseem Shah to Kohli, 1 run, length ball on off, Kohli charges out and slams it hard back at Naseem who parries it towards mid-off"
364,Rahul,Naseem Shah,,length,outside,0,0,1,cut,"Naseem Shah to Rahul, 1 run, slower delivery that was pitched up, eased to long-off"
365,Rahul,Iftikhar Ahmed,,full,straight,0,0,1,pull,"Iftikhar Ahmed to Rahul, 1 run, low full toss, Rahul was out of his crease and checks himself to push the ball to deep mid-wicket"
366,Rahul,Iftikhar Ahmed,,full,outside,0,0,2,cover drive,"Iftikhar Ahmed to Rahul, 2 runs, darted onto the legs, pushed towards long-on and Kohli running to the danger end was adamant to complete the second"
367,Kohli,Iftikhar Ahmed,,full,outside,0,0,1,defend,"Iftikhar Ahmed to Kohli, 1 run, sprayed full on the boots, driven to long-on"
368,Kohli,Iftikhar Ahmed,,full,straight,0,0,4,cut,"Iftikhar Ahmed to Kohli, FOUR, too short from Iftikhar, Kohli rocks back and pulls it to the right of deep mid-wicket"
369,Kohli,Iftikhar Ahmed,,full,outside,0,0,2,flick,"Iftikhar Ahmed to Kohli, 2 runs, fired in on the boots, Kohli tucks it softly towards square leg and hares back for the second run"
370,Kohli,Iftikhar Ahmed,,full,straight,0,0,6,flick,"Iftikhar Ahmed to Kohli, SIX, glorious,, the shot of a King"
371,Rahul,Shaheen Afridi,,full,outside,0,0,4,flick,"Shaheen Afridi to Rahul, FOUR, lovely shot,, Fraction short on off, Rahul plays it late to cut it away behind square for a boundary"
372,Kohli,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, back of length on the thigh pad, glanced towards deep backward square leg"
373,Kohli,Shaheen Afridi,,full,straight,0,0,2,flick,"Shaheen Afridi to Kohli, 2 runs, chance goes begging,, Pace off and wide from Afridi, Kohli danced out for a big drive and toe-ends it high in the air"
374,Rahul,Shaheen Afridi,,full,outside,0,0,1,flick,"Shaheen Afridi to Rahul, 1 run, once again pace off and full, pushed towards long-on"
375,Rahul,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Rahul, no run, Shaheen goes wide yorker as Rahul backed away"
376,Kohli,Shaheen Afridi,,full,outside,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, full and pace off, Kohli tried to hoist it over long-on but got his timing all wrong"
377,Rahul,Iftikhar Ahmed,,full,outside,0,0,0,cover drive,"Iftikhar Ahmed to Rahul, no run, that's an excellent over"
378,Kohli,Iftikhar Ahmed,,full,straight,0,0,1,flick,"Iftikhar Ahmed to Kohli, 1 run, short of length on off, Kohli rides the bounce and tucks it to deep square leg"
379,Rahul,Iftikhar Ahmed,,full,outside,0,0,1,cover drive,"Iftikhar Ahmed to Rahul, 1 run, quicker and at the stumps, Rahul nurdles it to deep mid-wicket"
380,Kohli,Iftikhar Ahmed,,full,outside,0,0,1,cut,"Iftikhar Ahmed to Kohli, 1 run, fraction short and at the stumps, Kohli pulls to deep mid-wicket"
381,Kohli,Iftikhar Ahmed,,full,straight,0,0,0,defend,"Iftikhar Ahmed to Kohli, no run, comes down the track and drags the heave straight to mid-wicket"
382,Rahul,Iftikhar Ahmed,,full,outside,0,0,1,cover drive,"Iftikhar Ahmed to Rahul, 1 run, drifted across from round the wicket, Rahul cuts and Shaheen makes a diving stop near backward point"
383,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, 137ks good length ball outside off, Rahul drives square and retains strike"
384,Rahul,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, off-pace delivery, Rahul is early into the pull and misses"
385,Rahul,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, slower ball outside off, Rahul throws the kitchen sink and does not connect"
386,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, very full delivery at the stumps, Kohli flicks to deep square leg"
387,Kohli,Faheem Ashraf,,full,straight,0,0,2,flick,"Faheem Ashraf to Kohli, 2 runs, back of a length around off, Kohli punches it in front of square and races back for the second"
388,Kohli,Faheem Ashraf,,full,outside,0,0,4,cover drive,"Faheem Ashraf to Kohli, FOUR, shot, Kohli has decided to step on the accelerator"
389,Rahul,Shadab Khan,,full,straight,0,0,4,defend,"Shadab Khan to Rahul, FOUR, tossed up outside off, Rahul sits down and belts the sweep backward of square leg"
390,Rahul,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Rahul, no run, flighted outside off, Rahul under-edges the reverse sweep straight into Rizwan's body and he's quick to throw the ball onto the stumps"
391,Rahul,Shadab Khan,,full,outside,0,0,0,defend,"Shadab Khan to Rahul, no run, comes down the track and almost yorks himself, digs the drive back to Shadab"
392,Kohli,Shadab Khan,,full,outside,0,0,1,flick,"Shadab Khan to Kohli, 1 run, fifty for Kohli"
393,Rahul,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Rahul, 1 run, fraction short and Rahul miscues the pull wide of mid-wicket"
394,Rahul,Shadab Khan,,full,outside,0,0,0,cut,"Shadab Khan to Rahul, no run, fraction short and outside off, Rahul cuts and picks out backward point"
395,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, 132ks back of a length around off, Rahul punches square of the wicket"
396,Rahul,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, slower and bowled into the surface, Rahul punches it towards cover"
397,Rahul,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, once again bit of extra lift, Rahul gets on top and guides it to backward point"
398,Rahul,Faheem Ashraf,,full,outside,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, uhh, Missed out there"
399,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, short of length on off, Kohli opens the bat face and steers to third man"
400,Kohli,Faheem Ashraf,,full,straight,0,0,4,defend,"Faheem Ashraf to Kohli, FOUR, streaky, Kohli charges down and looks to force it through the off-side, but the ball squirts off the inside edge and escapes past the leg-stump"
401,Rahul,Shadab Khan,,full,outside,0,0,0,defend,"Shadab Khan to Rahul, no run, shimmies down the wicket and flicks it straight to mid-wicket"
402,Rahul,Shadab Khan,,full,outside,0,0,0,defend,"Shadab Khan to Rahul, no run, flatter and quicker, Rahul knocks it back to Shadab"
403,Kohli,Shadab Khan,,full,outside,0,0,1,defend,"Shadab Khan to Kohli, 1 run, fraction short and Kohli cuts it past point, but sweeper keeps it to a single"
404,Kohli,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Kohli, no run, tossed up on off, Kohli prods forward and defends to cover"
405,Rahul,Shadab Khan,,full,straight,0,0,1,flick,"Shadab Khan to Rahul, 1 run, flighted outside off, Rahul square drives to sweeper cover"
406,Kohli,Shadab Khan,,full,outside,0,0,1,defend,"Shadab Khan to Kohli, 1 run, comes down the track and miscues the loft towards long-on, Kohli wanted two but the pair settle with a single"
407,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, short of length outside off, Kohli rides the bounce and punches to sweeper cover"
408,Kohli,Faheem Ashraf,,full,outside,0,0,0,cut,"Faheem Ashraf to Kohli, no run, fullish delivery outside off, Kohli once again creams the drive and cannot beat cover"
409,Kohli,Faheem Ashraf,,full,straight,0,0,0,defend,"Faheem Ashraf to Kohli, no run, comes down the track and is met by a shortened length, punches it straight to cover"
410,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, short and outside off, Rahul cracks it square of the wicket"
411,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, slower short of length delivery, Kohli dabs it towards gully and rotates strike"
412,Kohli,Faheem Ashraf,,full,straight,0,0,0,cut,"Faheem Ashraf to Kohli, no run, on a length and outside off, Kohli drives on the rise and picks out cover"
413,Kohli,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Kohli, 1 run, shortens the length on off, Kohli tucks it to square leg and retains strike"
414,Rahul,Shadab Khan,,full,straight,0,0,1,flick,"Shadab Khan to Rahul, 1 run, slower and close to off, Rahul steers to short third man"
415,Kohli,Shadab Khan,,full,outside,0,0,1,defend,"Shadab Khan to Kohli, 1 run, very full delivery at the stumps, Kohli digs it out to long-on"
416,Rahul,Shadab Khan,,full,straight,0,0,1,cover drive,"Shadab Khan to Rahul, 1 run, floated up outside off, Rahul drives to deep extra cover"
417,Rahul,Shadab Khan,,full,straight,0,0,6,defend,"Shadab Khan to Rahul, SIX, whoa, This has to be the shot of the match"
418,Rahul,Shadab Khan,,full,outside,0,0,4,defend,"Shadab Khan to Rahul, FOUR, excellent execution"
419,Kohli,Faheem Ashraf,,full,straight,0,0,0,flick,"Faheem Ashraf to Kohli, no run, 128ks back of a length on off, Kohli gently turns it to the on-side"
420,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, short of length outside off, Rahul chops it to sweeper cover"
421,Kohli,Faheem Ashraf,,full,straight,0,0,1,defend,"Faheem Ashraf to Kohli, 1 run, nips back in from good length, Kohli ekes out an inside edge onto the back pad and the ball rolls wide of Rizwan"
422,Kohli,Faheem Ashraf,,full,outside,0,0,4,cover drive,"Faheem Ashraf to Kohli, FOUR, another teaser for Shadab and he can't hold on"
423,Kohli,Faheem Ashraf,,full,straight,0,0,0,defend,"Faheem Ashraf to Kohli, no run, slower back of a length delivery, Kohli steps down and dabs it to backward point"
424,Rahul,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, fifty on return to the side"
425,Kohli,Iftikhar Ahmed,,full,outside,0,0,4,defend,"Iftikhar Ahmed to Kohli, FOUR, neatly done, Power from one end and finesse from the other"
426,Rahul,Iftikhar Ahmed,,full,straight,0,0,1,defend,"Iftikhar Ahmed to Rahul, 1 run, drifts it across off, Rahul belts the sweep over square leg umpire but Naseem is in the deep and hence only a single"
427,Rahul,Iftikhar Ahmed,,full,outside,0,0,4,defend,"Iftikhar Ahmed to Rahul, FOUR, lovely shot, Rahul shimmies down, opens the bat face and lofts it against the turn over wide mid-off, one bounce and over the ropes"
428,Kohli,Iftikhar Ahmed,,full,straight,0,0,1,defend,"Iftikhar Ahmed to Kohli, 1 run, floated up outside off, Kohli nudges it towards square leg"
429,Kohli,Iftikhar Ahmed,,full,straight,0,0,0,flick,"Iftikhar Ahmed to Kohli, no run, tossed up outside off, Kohli works it towards mid-on and Shadab swoops in from mid-wicket"
430,Rahul,Iftikhar Ahmed,,full,outside,0,0,1,defend,"Iftikhar Ahmed to Rahul, 1 run, short and turning in, Rahul punches to sweeper cover"
431,Kohli,Shaheen Afridi,,full,outside,0,0,2,flick,"Shaheen Afridi to Kohli, 2 runs, 135ks on a length and outside off, Kohli opens the bat face and drives square on the off-side, Fakhar puts in the dive and makes the stop, saved a couple"
432,Kohli,Shaheen Afridi,,full,outside,0,0,2,cover drive,"Shaheen Afridi to Kohli, 2 runs, 138ks delivery with width on offer, Kohli flays it over point and Fakhar fumbles in the deep, two more"
433,Kohli,Shaheen Afridi,,full,straight,0,0,2,flick,"Shaheen Afridi to Kohli, 2 runs, fullish delivery outside off, Kohli drives in front of square and immediately calls for two, easily done"
434,Kohli,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Kohli, no run, 137ks back of a length around off, Kohli wants to steer to third man but gets an inside edge onto the pad, the ball rolls to cover and he wants a single, but Rahul sends him back"
435,Kohli,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Kohli, no run, 143ks full delivery outside off, Kohli drives firmly but straight to mid-off"
436,Rahul,Shaheen Afridi,,full,outside,0,0,1,pull,"Shaheen Afridi to Rahul, 1 run, full pitcher angled in, Rahul pushes it to mid-off and quickly crosses over"
437,Rahul,Iftikhar Ahmed,,full,straight,0,0,1,defend,"Iftikhar Ahmed to Rahul, 1 run, quicker and fraction short, Rahul cuts square of the wicket and retains strike"
438,Rahul,Iftikhar Ahmed,,full,outside,0,0,0,flick,"Iftikhar Ahmed to Rahul, no run, flighted close to off, Rahul works it past Kohli but Shadab runs across from mid-wicket and stops the single"
439,Rahul,Iftikhar Ahmed,,full,straight,0,0,0,defend,"Iftikhar Ahmed to Rahul, no run, once again the short of length bounces more, Rahul knocks it with a straight bat"
440,Rahul,Iftikhar Ahmed,,full,straight,0,0,0,cover drive,"Iftikhar Ahmed to Rahul, no run, flatter and bit of extra bounce, Rahul checks his block and sends it to mid-wicket"
441,Rahul,Iftikhar Ahmed,,full,outside,0,0,4,late cut,"Iftikhar Ahmed to Rahul, FOUR, this is excellent batting"
442,Rahul,Iftikhar Ahmed,,full,straight,0,0,6,defend,"Iftikhar Ahmed to Rahul, SIX, shot, Flighted around off, Rahul shuffles across and gets under the slog sweep, smacks it behind square on the leg-side and clears the rope comfortably"
443,Rahul,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Rahul, 1 run, 141ks back of a length on off, Rahul punches crisply to deep point"
444,Kohli,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, 126ks slower ball outside off, Kohli drives to sweeper cover"
445,Kohli,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Kohli, no run, full pitcher around off, Kohli mistimes the drive back to Shaheen"
446,Rahul,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Rahul, 1 run, drags the length back, Rahul punches it square on the off-side"
447,Rahul,Shaheen Afridi,,full,outside,0,0,4,defend,"Shaheen Afridi to Rahul, FOUR, crunched, It was in the air but flew past Shadab near backward point"
448,Kohli,Shaheen Afridi,,full,straight,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, 138ks back of a length on off, Kohli jams it onto the pad and the ball rolls to cover"
449,Rahul,Iftikhar Ahmed,,full,straight,0,0,0,cover drive,"Iftikhar Ahmed to Rahul, no run, bit of turn and extra bounce, Rahul checks his block and sends it to mid-wicket"
450,Rahul,Iftikhar Ahmed,,full,straight,0,0,0,flick,"Iftikhar Ahmed to Rahul, no run, slower and flighted on off, Rahul punches to the right of Iftikhar"
451,Kohli,Iftikhar Ahmed,,full,outside,0,0,1,defend,"Iftikhar Ahmed to Kohli, 1 run, flatter and fraction short, Kohli cracks it square and the sweeper keeps it to a single"
452,Rahul,Iftikhar Ahmed,,full,straight,0,0,1,defend,"Iftikhar Ahmed to Rahul, 1 run, comes down the track and does not get to the pitch, the ball also turns in and Rahul miscues it straight back over"
453,Rahul,Iftikhar Ahmed,,full,outside,0,0,0,defend,"Iftikhar Ahmed to Rahul, no run, tossed up around off, Rahul closes the bat face and the leading edge rolls to cover"
454,Rahul,Iftikhar Ahmed,,full,straight,0,0,2,flick,"Iftikhar Ahmed to Rahul, 2 runs, short and outside off, Rahul cuts it towards backward point where Shaheen dives and takes some pace off, just a brace"
455,Kohli,Naseem Shah,,length,outside,0,0,0,late cut,"Naseem Shah to Kohli, no run, Pakistan have lost both reviews now"
456,Kohli,Naseem Shah,,length,straight,0,0,0,defend,"Naseem Shah to Kohli, no run, back of a length on off, Kohli gets behind the line and turns it to the right of Naseem"
457,Kohli,Naseem Shah,,full,straight,0,0,2,flick,"Naseem Shah to Kohli, 2 runs, fuller than a good length, Kohli drives on the rise in front of square and calls for two, gets it with ease"
458,Kohli,Naseem Shah,,length,outside,0,0,4,flick,"Naseem Shah to Kohli, FOUR, edged and four, Kohli has been playing the steer to third man today but this was more off the edge"
459,Rahul,Naseem Shah,,full,outside,0,0,1,defend,"Naseem Shah to Rahul, 1 run, good length ball on off, Rahul squirts an inside edge to square leg and the duo quickly cross over"
460,Kohli,Naseem Shah,,length,outside,0,0,1,defend,"Naseem Shah to Kohli, 1 run, 141ks on a length close to off, Kohli dabs it to third man"
461,Rahul,Faheem Ashraf,,full,straight,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, 127ks back of a length on off, Rahul defends it back to Faheem"
462,Rahul,Faheem Ashraf,,full,outside,0,0,0,defend,"Faheem Ashraf to Rahul, no run, angled in and hip-lined, Rahul tucks it straight to mid-wicket"
463,Rahul,Faheem Ashraf,,full,outside,0,0,0,cover drive,"Faheem Ashraf to Rahul, no run, 131ks good length ball, Rahul stabs it towards point and wants a single, sent back"
464,Kohli,Faheem Ashraf,,full,straight,0,0,1,cover drive,"Faheem Ashraf to Kohli, 1 run, 130ks short of length on off, Kohli plays it late and guides it to third man"
465,Rahul,Faheem Ashraf,,full,outside,0,0,1,cover drive,"Faheem Ashraf to Rahul, 1 run, 122ks delivery that's fraction short, Rahul punches past cover and settles with a single"
466,Kohli,Faheem Ashraf,,full,straight,0,0,1,defend,"Faheem Ashraf to Kohli, 1 run, back of a length close to off, Kohli steers it down to third man"
467,Kohli,Naseem Shah,,length,outside,0,0,1,cut,"Naseem Shah to Kohli, 1 run, 142ks fullish delivery and Kohli plays an extended forward block to sweeper"
468,Kohli,Naseem Shah,,full,outside,0,0,0,defend,"Naseem Shah to Kohli, no run, 143ks fuller than good length, Kohli is drawn into the forward defensive and he goes feeling for the ball, but it shapes away and goes past the outside edge"
469,Rahul,Naseem Shah,,length,outside,0,0,1,defend,"Naseem Shah to Rahul, 1 run, slanted into the pads, Rahul flicks it to deep mid-wicket"
470,Rahul,Naseem Shah,,length,outside,0,0,0,cut,"Naseem Shah to Rahul, no run, uhhh, That's a peach"
471,Rahul,Naseem Shah,,length,straight,0,0,0,flick,"Naseem Shah to Rahul, no run, 142ks delivery aimed for top of off, Rahul knocks it back with a straight bat"
472,Rahul,Naseem Shah,,full,outside,0,0,0,cut,"Naseem Shah to Rahul, no run, 138ks good length ball on off, Rahul defends it back to Naseem"
473,Rahul,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Rahul, 1 run, looped up outside off, Rahul drives square of the wicket and retains strike"
474,Kohli,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Kohli, 1 run, very full delivery around off, Kohli squeezes the drive to long-on"
475,Rahul,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Rahul, 1 run, flighted but too full, Rahul drives off the inner portion to long-on"
476,Rahul,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Rahul, no run, slower and floated up, Rahul eases it to the left of Shadab"
477,Rahul,Shadab Khan,,full,straight,0,0,0,pull,"Shadab Khan to Rahul, no run, tossed up on off, Rahul pushes it off the inner half to mid-wicket"
478,form,'Puddles are starting,,full,outside,0,0,0,late cut," 'Puddles are starting to form, this is not a passing shower, this is a storm,' adds Dominic Cork"
479,Kohli,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Kohli, 1 run, flighted around off, Kohli pushes it to sweeper cover"
480,Rahul,Haris Rauf,,full,outside,0,0,0,defend,"Haris Rauf to Rahul, no run, in the air and safe"
481,Rahul,Haris Rauf,,full,outside,0,0,0,flick,"Haris Rauf to Rahul, no run, appeal for LBW"
482,Rahul,Haris Rauf,,full,outside,0,1,1,defend,"Haris Rauf to Rahul, wide, sprays it down leg, Rahul misses the glance and it is called a wide"
483,Rahul,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Rahul, no run, 127ks slower ball around off, Rahul angles it towards point"
484,Rahul,Haris Rauf,,full,outside,0,0,4,cut,"Haris Rauf to Rahul, FOUR, shot, 147ks delivery banged into the surface, Rahul picks it from outside off and rolls his wrists on top of the pull shot, places it to the right of mid-wicket and the ball races away"
485,Kohli,Haris Rauf,,full,outside,0,0,1,pull,"Haris Rauf to Kohli, 1 run, 145ks fullish delivery, Kohli pushes it towards mid-on and quickly crosses over"
486,Kohli,Haris Rauf,,full,outside,0,0,0,defend,"Haris Rauf to Kohli, no run, 143ks delivery attacking the stumps, Kohli turns it to mid-on"
487,Rahul,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Rahul, no run, maiden, Flighted around off, Rahul prods forward and blocks to the off-side"
488,Rahul,Shadab Khan,,full,straight,0,0,0,flick,"Shadab Khan to Rahul, no run, tossed up on off, Rahul eases it to the left of Shadab and he makes a diving stop"
489,Rahul,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Rahul, no run, comes down the track and gets too close to the ball, pushes it back to Shadab"
490,Rahul,Shadab Khan,,full,outside,0,0,0,flick,"Shadab Khan to Rahul, no run, appeal for caught behind"
491,Rahul,Shadab Khan,,full,outside,0,0,0,flick,"Shadab Khan to Rahul, no run, flatter and pushed it through, Rahul looks to punch through the off-side but gets an inside edge to mid-wicket"
492,Rahul,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Rahul, no run, fraction short on off, Rahul cuts it on the bounce to cover"
493,Kohli,Haris Rauf,,full,outside,0,0,0,flick,"Haris Rauf to Kohli, no run, uhhh, Even Kohli nods in appreciation"
494,Kohli,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Kohli, no run, 148ks delivery tight on off-stump, Kohli drops it into the off-side and wants a single, Rahul says no"
495,Rahul,Haris Rauf,,full,straight,0,0,1,flick,"Haris Rauf to Rahul, 1 run, 141ks back of a length outside off, Rahul punches to sweeper cover"
496,Rahul,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Rahul, no run, 146ks good length ball around off, Rahul defends to cover"
497,Rahul,Haris Rauf,,full,outside,0,0,2,defend,"Haris Rauf to Rahul, 2 runs, angled into the pads, Rahul clips it past mid-wicket and collects a brace"
498,Rahul,Haris Rauf,,full,straight,0,0,0,flick,"Haris Rauf to Rahul, no run, 143ks back of a length on off, Rahul pats it with soft hands to cover"
499,Kohli,Shadab Khan,,full,straight,0,0,0,flick,"Shadab Khan to Kohli, no run, nicely tossed up on middle, Kohli prods forward and blocks to the off-side"
500,Kohli,Shadab Khan,,full,outside,0,0,0,defend,"Shadab Khan to Kohli, no run, not much air and skidding on, Kohli stays back and knocks it to mid-wicket"
501,Rahul,Shadab Khan,,full,outside,0,0,1,flick,"Shadab Khan to Rahul, 1 run, floated up outside off, Rahul opens the bat face and eases it to sweeper cover"
502,Rahul,Shadab Khan,,full,outside,0,0,0,defend,"Shadab Khan to Rahul, no run, flighted but length is tad short, Rahul chops it towards cover where Imam makes a diving stop"
503,Rahul,Shadab Khan,,full,outside,0,0,0,cover drive,"Shadab Khan to Rahul, no run, slower and immediately some extra bounce, Rahul is surprised and fends it down the wicket"
504,Kohli,Shadab Khan,,full,outside,0,0,1,defend,"Shadab Khan to Kohli, 1 run, flatter and at the stumps, Kohli nudges it to deep mid-wicket"
505,Rahul,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Rahul, no run, 140ks fullish delivery on off, Rahul drives crisply but straight to mid-off"
506,Rahul,Shaheen Afridi,,full,straight,0,0,4,cut,"Shaheen Afridi to Rahul, FOUR, short ball dug into the surface but does not get the height or pace to trouble Rahul, he quickly gets on top of the bounce and pulls it over mid-wicket"
507,Rahul,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Rahul, no run, full and attacking the stumps, Rahul gently tucks it to mid-wicket"
508,Rahul,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Rahul, no run, 141ks good length ball on off, Rahul pats it with soft hands to point and wants a single, sent back"
509,Rahul,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Rahul, no run, 138ks delivery angled in, Rahul turns it towards mid-wicket"
510,Rahul,Shaheen Afridi,,full,straight,0,0,0,flick,"Shaheen Afridi to Rahul, no run, on a length and outside off, Rahul chops it in front of backward point"
511,Kohli,Shadab Khan,,full,outside,0,0,2,cut,"Shadab Khan to Kohli, 2 runs, full toss and Kohli does not want to play the big shot, nudges it past mid-wicket and picks up a brace"
512,Rahul,Shadab Khan,,full,outside,0,0,1,defend,"Shadab Khan to Rahul, 1 run, short and spinning away, Rahul cuts to sweeper cover"
513,Rahul,Shadab Khan,,full,straight,0,0,2,flick,"Shadab Khan to Rahul, 2 runs, googly on middle and leg, Rahul clips it square on the leg-side and races back for the second"
514,Kohli,Shadab Khan,,full,straight,0,0,1,flick,"Shadab Khan to Kohli, 1 run, tosses it up outside off, Kohli drives to long-off"
515,Rahul,Shadab Khan,,full,straight,0,0,1,defend,"Shadab Khan to Rahul, 1 run, pushed it through a little, Rahul stays back and punches to sweeper cover"
516,Rahul,Shadab Khan,,full,straight,0,0,0,flick,"Shadab Khan to Rahul, no run, tossed up around off, Rahul's feet don't move as he reaches for the forward block"
517,Rahul,Shaheen Afridi,,full,outside,0,0,1,defend,"Shaheen Afridi to Rahul, 1 run, 137ks hip-lined delivery, Rahul tucks it to deep square leg"
518,Shubman Gill,Shaheen Afridi,,full,outside,1,0,0,defend,"Shaheen Afridi to Shubman Gill, out Caught by Agha Salman,, Pakistan are back in it"
519,Kohli,Shaheen Afridi,,full,outside,0,0,1,defend,"Shaheen Afridi to Kohli, 1 run, 138ks delivery angled outside off, Kohli drives confidently to sweeper cover"
520,Kohli,Shaheen Afridi,,full,straight,0,0,0,defend,"Shaheen Afridi to Kohli, no run, 137ks back of a length on middle and leg, Kohli turns it with soft hands to mid-wicket"
521,Kohli,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Kohli, no run, 135ks fullish delivery around off, Kohli leans into the push and hits it firmly to mid-off"
522,Kohli,Shaheen Afridi,,full,outside,0,0,0,defend,"Shaheen Afridi to Kohli, no run, 139ks delivery at the stumps, Kohli inside halves the block to mid-wicket"
523,Kohli,Shadab Khan,,full,outside,0,0,1,flick,"Shadab Khan to Kohli, 1 run, once again keeps it tad short, Kohli stays back and forces it to long-on"
524,Kohli,Shadab Khan,,full,straight,0,0,0,defend,"Shadab Khan to Kohli, no run, shortens the length around off, Kohli stands tall and knocks it to mid-wicket"
525,Rohit,Shadab Khan,,full,straight,1,0,0,defend,"Shadab Khan to Rohit, out Caught by Faheem Ashraf,, Shadab strikes, He's pumped and so are the rest of the Pakistan team"
526,Shubman Gill,Shadab Khan,,full,outside,0,0,1,defend,"Shadab Khan to Shubman Gill, 1 run, too full delivery on middle, Gill jams it out to long-on"
527,Shubman Gill,Shadab Khan,,full,straight,0,0,2,flick,"Shadab Khan to Shubman Gill, 2 runs, flatter and shorter, Gill back cuts it behind square on the off-side and scampers back for the second"
528,Shubman Gill,Shadab Khan,,full,outside,0,0,0,cut,"Shadab Khan to Shubman Gill, no run, short and turning away, Gill cuts and picks out backward point"
529,Rohit,Haris Rauf,,full,straight,0,0,0,flick,"Haris Rauf to Rohit, no run, 131ks off-pace delivery and stays a tad low, Rohit stabs it to the off-side"
530,Shubman Gill,Haris Rauf,,full,straight,0,0,1,flick,"Haris Rauf to Shubman Gill, 1 run, 127ks off-cutter and it decks in, Gill tucks it backward of square leg"
531,Shubman Gill,Haris Rauf,,full,straight,0,0,0,defend,"Haris Rauf to Shubman Gill, no run, 144ks bouncer on off-stump, Gill ducks and allows it to sail over him"
